dataset_id,collection_name,dataset_title,organism,recommended_role,allowed_for_training,allowed_for_pretraining,allowed_for_auxiliary_supervision,reserved_for_external_holdout,allowed_for_model_selection,risk_if_used_for_training,rationale,notes
77c1c785-809f-4065-8c54-6a0170783256,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Subcallosal Gyrus (SCG) - Subgenual (subcallosal) division of MFC - A25,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Temporal pole (TP) - Temporopolar area - A38,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
43aa19d2-c723-4822-979d-d2f0239835e0,Neuron type-specific effects of human aging and sex on DNA methylation and transcription,snmCT-seq of human dorsolateral prefrontal cortex (Brodmann area 46),Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
d02287f3-408b-438d-9131-999e460cbd0e,Human Brain Cell Atlas v1.0,Dissection: Paleocortex (PalCx) - Piriform cortex - Pir,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
d2b5efc1-14c6-4b5f-bd98-40f9084872d7,Human Brain Cell Atlas v1.0,Dissection: Tail of Hippocampus (HiT) - Caudal Hippocampus - CA1-CA3,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
e5b1115b-a486-49bb-bda3-8261822836e0,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Caudal cingulate gyrus (CgGC) - A23,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
4724c395-0c46-46d2-81f7-60fd271fb488,Human Brain Cell Atlas v1.0,Dissection: Head of hippocampus (HiH) - Uncal DG-CA4,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
639ffc23-14db-4060-9027-3c90314200f8,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Supraparietal lobule (SPL) - Posterosuperior (dorsal) parietal cortex - A5-A7,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,Human Brain Cell Atlas v1.0,Dissection: Amygdaloid complex (AMY) - basolateral nuclear group (BLN) - basolateral nucleus (basal nucleus) - BL,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
421e5f54-5de7-425f-b399-34ead0651ce1,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Frontal agranular insular cortex - FI,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
1b767f95-d0a0-4a3d-b394-cc665d86c3dc,Human Brain Cell Atlas v1.0,Dissection: Extended amygdala (EXA) - Bed nucleus of stria terminalis and nearby - BNST,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
d582f63a-3c88-4e38-8cd3-8682dbe40f64,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Posterior intermediate orbital gyrus (POrG) - Caudal division of OFCi - A13,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f5a04dff-d394-4023-8811-65494e8bb11d,Human Brain Cell Atlas v1.0,Dissection: Basal nuclei (BN) - Putamen - Pu,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
a84face4-eb30-4f43-994f-c6a13a097808,Human Brain Cell Atlas v1.0,"Dissection: Cerebral cortex (Cx) - Cingulate gyrus, retrosplenial (CgGrs) - A29-A30",Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
ca20e2ac-5676-4158-b5d0-0c2b15898b19,Human Brain Cell Atlas v1.0,Dissection: Basal nuclei (BN) - Globus pallidus (GP) - Internal segment of globus pallidus - GPi,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
9372df2d-13d6-4fac-980b-919a5b7eb483,Human Brain Cell Atlas v1.0,Dissection: Midbrain (M) - Periaqueductal gray and nearby nuclei - PAG,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
64f4ad90-a422-400a-944d-4ce0f39594a7,Human Brain Cell Atlas v1.0,Dissection: Pons (Pn) - Pontine Nucleus - PN,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
20980d73-7c53-4039-b852-b76a01566d5a,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Lingual gyrus (LiG) - Primary Visual Cortex - V1C,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
489eaa11-c119-4a5f-b44b-81e33c80c0ef,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Transverse temporal gyrus (TTG) - Primary auditory cortex - A1C,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus (AG) - Lateral entorhinal cortex - LEC,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
529bb209-9d7b-44da-bfa4-f6e4745c46c2,Human Brain Cell Atlas v1.0,Dissection: Basal nuclei (BN) - Body of the Caudate - CaB,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
ed33c203-233a-476a-a56b-28da945fdd32,Human Brain Cell Atlas v1.0,"Dissection: Cerebral cortex (Cx) - Cuneus, caudal part - Peristriate Cortex - V2",Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4,Human Brain Cell Atlas v1.0,Dissection: Midbrain (M) - Inferior colliculus and nearby nuclei - IC,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
3f31f8ce-bbf6-4df8-8203-aa240ed03026,Human Brain Cell Atlas v1.0,"Dissection: Cerebral cortex (Cx) - Cingulate gyrus, rostral (CgGr) - Ventral division of MFC - A24",Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f8dda921-5fb4-4c94-a654-c6fc346bfd6d,Human Brain Cell Atlas v1.0,"Dissection: Cerebral cortex (Cx) - Occipitotemporal (fusiform) gyrus, temporal part (FuGt) - Temporal area TF",Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,Human Brain Cell Atlas v1.0,Dissection: Thalamus (THM) - Anterior nuclear complex - ANC,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
f502c312-05dc-4fd4-a762-92a63e92b539,Human Brain Cell Atlas v1.0,Dissection: Paleocortex (PalCx) - Anterior Olfactory Nucleus - AON,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
4593c820-512d-4805-a10f-c0b864a7cc8c,Human Brain Cell Atlas v1.0,Dissection: Amygdaloid complex (AMY) - basolateral nuclear group (BLN) - basomedial nucleus (accessory basal nucleus) - BM,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Middle frontal gyrus (MFG) - A46,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
40318d39-3d8f-49f4-8455-a2e1365c5c5b,Human Brain Cell Atlas v1.0,Dissection: Basal nuclei (BN) - Nucleus Accumbens - NAC,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
a4116666-d295-4443-a174-0acc283f92c4,Human Brain Cell Atlas v1.0,Dissection: Midbrain (M) - Superior colliculus and nearby nuclei - SC,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
fa554686-fc07-44dd-b2de-b726d82d26ec,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Superior occipital gyrus (SOG) - Areas 19 and MT - A19,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
1cf24082-59de-4029-ac81-6e398768af3a,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Inferior temporal gyrus - ITG,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
7d3ab174-e433-40fc-a352-6fe71b1a19f9,Human Brain Cell Atlas v1.0,Dissection: Amygdaloid complex (AMY) - Basolateral nuclear group (BLN) - lateral nucleus - La,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
182f6a56-7360-4924-a74e-1772e07b3031,Human Brain Cell Atlas v1.0,Dissection: Body of hippocampus (HiB) - Rostral CA1-CA3,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4,Human Brain Cell Atlas v1.0,Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma) - mammillary nucleus - MN,Homo sapiens,self_supervised_pretraining_candidate,True,True,False,False,False,standard leakage/QC risk; freeze role before use,metadata candidate from CELLxGENE Census,No CELLxGENE dataset is allowed for model selection in this audit.
