dataset_id,collection_id,collection_name,dataset_title,organism,dataset_total_cell_count,matched_cell_count,n_donors_or_samples,n_microglia_or_cns_macrophage_cells,tissue_terms,disease_terms,cell_type_terms,has_ad_or_dementia,has_control_or_normal,has_brain_or_cns,has_microglia_or_cns_macrophage,has_donor_metadata,dataset_h5ad_path,relevance_score,recommended_role,download_recommendation,notes
52f18bc3-52d9-487b-bf8f-f0b7aa684b09,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Midbrain (M) - Substantia Nigra - SN,Homo sapiens,59505,59505,3,6555,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,52f18bc3-52d9-487b-bf8f-f0b7aa684b09.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
9f499d32-400d-4c42-ac9a-fb1481844fee,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Tail of Hippocampus (HiT) - Caudal Hippocampus - CA4-DGC,Homo sapiens,56367,56367,3,1782,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,9f499d32-400d-4c42-ac9a-fb1481844fee.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
095940cb-7422-4510-96e2-cbafd961eb88,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebellum (CB) - Cerebellar deep nuclei - CbDN,Homo sapiens,52045,52045,3,3304,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,095940cb-7422-4510-96e2-cbafd961eb88.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
18500fcd-9960-49cb-8a8e-7d868dc14efe,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Basal nuclei (BN) - Globus pallidus (GP) - External segment of globus pallidus - GPe,Homo sapiens,50830,50830,3,5438,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,18500fcd-9960-49cb-8a8e-7d868dc14efe.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
52ea546e-9229-40ef-b048-a2e694dd73e8,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,"Dissection: Cerebral cortex (Cx) - Anterior parahippocampal gyrus, posterior part (APH) - Medial entorhinal cortex - MEC",Homo sapiens,50362,50362,3,437,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,52ea546e-9229-40ef-b048-a2e694dd73e8.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
7c1c3d47-3166-43e5-9a95-65ceb2d45f78,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Pons (Pn) - Pontine reticular formation - PnRF,Homo sapiens,49512,49512,3,3225,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,7c1c3d47-3166-43e5-9a95-65ceb2d45f78.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
a5d5c529-8a1f-40b5-bda3-35208970070d,d17249d2-0e6e-4500-abb8-e6c93fa1ac6f,Transcriptomic cytoarchitecture reveals principles of human neocortex organization,Human Multiple Cortical Areas SMART-seq,Homo sapiens,49417,49417,3,750,brain,normal,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,a5d5c529-8a1f-40b5-bda3-35208970070d.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
9ec34295-ab16-47e2-af33-b884143e520b,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,"Dissection: Midbrain (M) - Substantia Nigra, Red Nucleus, and nearby nuclei - SN-RN",Homo sapiens,49110,49110,2,4423,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,9ec34295-ab16-47e2-af33-b884143e520b.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
d2514440-d747-4d8d-b2c7-b58ef8b71fbe,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Thalamus (THM) - posterior nuclear complex of thalamus (PoN) - lateral geniculate nucleus (LG),Homo sapiens,48856,48856,3,436,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,d2514440-d747-4d8d-b2c7-b58ef8b71fbe.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
900fdf13-150d-4695-9f8c-4c09105ba2eb,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Pons (Pn) - efferent nuclei of cranial nerves in pons - PnEN,Homo sapiens,47416,47416,3,861,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,900fdf13-150d-4695-9f8c-4c09105ba2eb.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
ecd9230d-c571-4dab-abd3-8b54c74833f0,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - Pulvinar of thalamus - Pul,Homo sapiens,46453,46453,3,1474,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,ecd9230d-c571-4dab-abd3-8b54c74833f0.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
53ce2631-3646-4172-bbd9-38b0a44d8214,ceb895f4-ff9f-403a-b7c3-187a9657ac2c,Multi-omic profiling of the developing human cerebral cortex at the single cell level,10x scRNA-seq from human cortex,Homo sapiens,45549,45549,12,4528,brain,normal,astrocyte; endothelial cell; microglial cell; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,53ce2631-3646-4172-bbd9-38b0a44d8214.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
7db0c178-b0a4-442f-ba54-e9e1633a84bb,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Parietal operculum (PaO) - Gustatory cortex - A43,Homo sapiens,42834,42834,3,437,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,7db0c178-b0a4-442f-ba54-e9e1633a84bb.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
7b316f62-7fa0-4b95-bac9-e90866038a85,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Amygdaloid complex (AMY) - Central nuclear group - CEN,Homo sapiens,42699,42699,3,1951,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,7b316f62-7fa0-4b95-bac9-e90866038a85.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
19b21f40-db42-4a71-a0d6-913e83b17784,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Head of hippocampus (HiH) - Tail of Hippocampus (HiT) - Subicular cortex - Sub,Homo sapiens,41568,41568,3,762,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,19b21f40-db42-4a71-a0d6-913e83b17784.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
70e4f35b-c98c-45a1-9aa9-2053b07315dd,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Basal forebrain (BF) - septal nuclei - SEP,Homo sapiens,40815,40815,3,1213,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,70e4f35b-c98c-45a1-9aa9-2053b07315dd.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
a19b218b-1c0a-4618-b41f-7c216c623ec6,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Posterior parahippocampal gyrus (PPH) - TH-TL,Homo sapiens,40677,40677,3,738,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,a19b218b-1c0a-4618-b41f-7c216c623ec6.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
88a01d4a-5197-45be-b5ae-e019aef43376,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Superior Temporal Gyrus - STG,Homo sapiens,40565,40565,3,1085,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,88a01d4a-5197-45be-b5ae-e019aef43376.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
715327a6-7978-4896-ba91-69d6b04dbbfb,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Body of hippocampus (HiB) - Rostral DG-CA4,Homo sapiens,40191,40191,3,2369,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,715327a6-7978-4896-ba91-69d6b04dbbfb.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
31f04740-c712-4c4b-a3f8-55c0506b3034,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Claustrum - Cla,Homo sapiens,40165,40165,3,887,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,31f04740-c712-4c4b-a3f8-55c0506b3034.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
27d91086-cfe3-4e33-9282-bd1246e5ce8e,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Long insular gyri (LIG) - Dysgranular insular cortex - Idg,Homo sapiens,39696,39696,3,407,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,27d91086-cfe3-4e33-9282-bd1246e5ce8e.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
acae7679-d077-461c-b857-ee6ccfeb267f,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Head of hippocampus (HiH) - Uncal CA1,Homo sapiens,39147,39147,1,1723,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,acae7679-d077-461c-b857-ee6ccfeb267f.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
d288b10a-643e-44bd-b451-96e9588b2ee5,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Supramarginal gyrus (SMG) - A40,Homo sapiens,39053,39053,3,275,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,d288b10a-643e-44bd-b451-96e9588b2ee5.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
949ec7fc-ac54-47c9-bb6f-ee9e67688cce,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Short insular gyri - Granular insular cortex - Ig,Homo sapiens,38937,38937,3,357,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,949ec7fc-ac54-47c9-bb6f-ee9e67688cce.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
1185a7d3-a9c1-4280-9ba5-d61895b15cac,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Amygdaloid complex (AMY) - corticomedial nuclear group - CMN,Homo sapiens,38331,38331,3,393,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,1185a7d3-a9c1-4280-9ba5-d61895b15cac.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
6ed0bb6c-a9e3-4ba6-9436-7c8fd4e206f0,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Inferior frontal gyrus (IFG) - Ventrolateral prefrontal cortex - A44-A45,Homo sapiens,38259,38259,3,204,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,6ed0bb6c-a9e3-4ba6-9436-7c8fd4e206f0.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
43b7e156-65b3-4a7b-8c7a-08528e4b21d0,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Basal forebrain (BF) - substantia innominata and nearby nuclei - SI,Homo sapiens,38205,38205,3,465,brain,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,43b7e156-65b3-4a7b-8c7a-08528e4b21d0.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
56c33a38-2732-4e53-a9c1-1bc61eda9a99,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,Dissection: Cerebral cortex (Cx) - Postcentral gyrus (PoCG) - Primary somatosensory cortex - S1C,Homo sapiens,38188,38188,3,328,brain; cerebral cortex,normal,astrocyte; central nervous system macrophage; endothelial cell; neuron; oligodendrocyte; oligodendrocyte precursor cell; pericyte,False,True,True,True,True,56c33a38-2732-4e53-a9c1-1bc61eda9a99.h5ad,21,self_supervised_pretraining_candidate,consider targeted H5AD download after role approval and schema review,metadata candidate from CELLxGENE Census
